# T (K), R (Ω)
2.8946	11074.2
2.9342	11168.5666666667
2.9399	11207.88
2.9829	11234.0428571429
2.9981	11271
3.0365	11305.6818181818
3.0504	11338.6538461538
3.0584	11362.5
3.0789	11384.6294117647
3.0952	11405.8789473684
3.1153	11425.9428571429
3.1292	11441.5173913043
3.1445	11459.328
3.1679	11477.4777777778
3.1813	11493.4137931034
3.1964	11502.9032258065
3.2165	11509.6212121212
3.2308	11518.8114285714
3.2449	11530.0459459459
3.2588	11538.3666666667
3.2815	11545.8341463415
3.2985	11553.0139534884
3.3117	11562.5711111111
3.3323	11573.8021276596
3.3477	11586.2020408163
3.3625	11593.4764705882
3.3816	11602.6622641509
3.3999	11608.9927272727
3.413	11617.3403508772
3.4323	11623.9915254237
3.4469	11627.1245901639
3.4555	11629.4920634921
3.4848	11632.74
3.5002	11637.1641791045
3.5145	11642.6492753623
3.5275	11647.4563380282
3.5489	11650.4780821918
3.564	11651.9853333333
3.5765	11654.774025974
3.5976	11660.3556962025
3.6038	11665.5580246914
3.6359	11669.2204819277
3.6473	11672.9894117647
3.6609	11677.8965517241
3.6829	11681.1808988764
3.6976	11682.9538461539
3.7124	11684.6634408602
3.7306	11685.9136842105
3.747	11686.8391752577
3.7611	11688.4494949495
3.7831	11688.6316831683
3.7976	11695.7831683168
3.8126	11700.9702970297
3.8329	11705.4594059406
3.8454	11709.996039604
3.8626	11714.2792079208
3.8769	11718.7574257426
3.8967	11722.1673267327
3.9161	11724.8138613862
3.9301	11727.9306930693
3.9457	11730.4366336634
3.9594	11732.3138613862
3.9816	11733.6861386139
3.9941	11735.2138613861
4.0101	11736.0564356436
4.0233	11736.4405940594
4.0442	11737.5623762376
4.0635	11738.0851485149
4.0777	11738.5554455446
4.0935	11738.3158415842
4.1077	11738.2217821782
4.1282	11738.2059405941
4.1422	11737.3287128713
4.165	11737.0504950495
4.178	11736.001980198
4.1991	11734.8910891089
4.2108	11733.3940594059
4.2278	11731.4504950495
4.2504	11728.595049505
4.2636	11726.2405940594
4.2828	11724.9148514852
4.2988	11723.2128712871
4.3125	11721.5217821782
4.327	11720.3049504951
4.3475	11718.4643564357
4.361	11715.6821782178
4.3822	11712.8564356436
4.3962	11710.1168316832
4.4095	11707.601980198
4.4324	11704.4257425743
4.4441	11701.7267326733
4.4605	11698.8287128713
4.4805	11695.4762376238
4.4947	11691.9386138614
4.507	11688.3108910891
4.5309	11682.8801980198
4.545	11677.1554455446
4.5647	11671.4217821782
4.5774	11665.0702970297
4.5985	11658.3623762376
4.611	11652.7326732673
4.6282	11647.2297029703
4.6495	11641.4613861386
4.6642	11635.0346534654
4.6841	11630.0287128713
4.696	11624.6445544555
4.7134	11618.7346534654
4.7264	11611.7267326733
4.7483	11605.4712871287
4.7628	11598.7623762376
4.782	11593.1455445545
4.7966	11586.7801980198
4.8118	11580.9841584159
4.8333	11574.3188118812
4.8464	11568.1386138614
4.8606	11561.2920792079
4.8848	11554.296039604
4.9	11546.1544554456
4.9232	11538.6485148515
4.9385	11530.4237623763
4.9562	11522.8900990099
4.9845	11514.4188118812
5.0024	11507.1653465347
5.0279	11498.7643564357
